Sector,Community Name,Category,Crime Count,Date,Year,Month,ID,Resident Count,Community Center Point,Calgary Communities,Ward Boundaries 2013-2017,Ward Boundaries,City Quadrants
CENTRE,RENFREW,Break & Enter - Dwelling,2,2019/07,2019,JUL,2019-JUL-RENFREW-Break & Enter - Dwelling,,POINT (-114.0391758 51.05965845),171,11,10,4
CENTRE,GREENVIEW INDUSTRIAL PARK,Theft FROM Vehicle,2,2019/02,2019,FEB,2019-FEB-GREENVIEW INDUSTRIAL PARK-Theft FROM Vehicle,,POINT (-114.049051 51.0865154),239,4,2,4
SOUTH,WOODBINE,Assault (Non-domestic),2,2019/07,2019,JUL,2019-JUL-WOODBINE-Assault (Non-domestic),,POINT (-114.1296287 50.93961085),43,6,5,1
NORTHEAST,WESTWINDS,Break & Enter - Commercial,2,2019/03,2019,MAR,2019-MAR-WESTWINDS-Break & Enter - Commercial,,POINT (-113.9700448 51.10338459),80,1,9,4
NORTHEAST,MARLBOROUGH PARK,Break & Enter - Other Premises,2,2019/06,2019,JUN,2019-JUN-MARLBOROUGH PARK-Break & Enter - Other Premises,,POINT (-113.9467173 51.05969185),33,3,12,4
SOUTH,CANYON MEADOWS,Break & Enter - Dwelling,2,2019/07,2019,JUL,2019-JUL-CANYON MEADOWS-Break & Enter - Dwelling,,POINT (-114.0821823 50.94096383),283,6,5,1
SOUTH,FAIRVIEW,Theft OF Vehicle,2,2019/08,2019,AUG,2019-AUG-FAIRVIEW-Theft OF Vehicle,,POINT (-114.0603384 50.98538171),284,11,10,3
WEST,SIGNAL HILL,Street Robbery,2,2019/02,2019,FEB,2019-FEB-SIGNAL HILL-Street Robbery,,POINT (-114.1791959 51.02286096),278,14,1,1
NORTHEAST,HORIZON,Assault (Non-domestic),2,2019/04,2019,APR,2019-APR-HORIZON-Assault (Non-domestic),,POINT (-113.9917119 51.0899013),71,3,9,4
CENTRE,DOWNTOWN WEST END,Assault (Non-domestic),2,2019/03,2019,MAR,2019-MAR-DOWNTOWN WEST END-Assault (Non-domestic),,POINT (-114.0877797 51.04796931),45,2,14,1
SOUTH,LAKE BONAVISTA,Break & Enter - Commercial,2,2019/07,2019,JUL,2019-JUL-LAKE BONAVISTA-Break & Enter - Commercial,,POINT (-114.0513229 50.93980907),267,13,6,3
CENTRE,CHINATOWN,Theft FROM Vehicle,2,2019/06,2019,JUN,2019-JUN-CHINATOWN-Theft FROM Vehicle,,POINT (-114.0655201 51.052827),21,7,7,1
NORTHWEST,ARBOUR LAKE,Assault (Non-domestic),2,2019/01,2019,JAN,2019-JAN-ARBOUR LAKE-Assault (Non-domestic),,POINT (-114.2075783 51.13263257),244,10,3,2
CENTRE,ALTADORE,Violence Other (Non-domestic),2,2019/03,2019,MAR,2019-MAR-ALTADORE-Violence Other (Non-domestic),,POINT (-114.1007947 51.01594847),200,2,8,1
NORTH,THORNCLIFFE,Theft OF Vehicle,2,2019/04,2019,APR,2019-APR-THORNCLIFFE-Theft OF Vehicle,,POINT (-114.0687794 51.10309955),192,4,2,2
SOUTH,HAYSBORO,Break & Enter - Commercial,2,2019/03,2019,MAR,2019-MAR-HAYSBORO-Break & Enter - Commercial,,POINT (-114.0833509 50.9722144),195,5,8,1
NORTH,SHERWOOD,Assault (Non-domestic),2,2019/04,2019,APR,2019-APR-SHERWOOD-Assault (Non-domestic),,POINT (-114.1520217 51.15998963),292,10,3,2
NORTHEAST,TEMPLE,Break & Enter - Other Premises,2,2019/02,2019,FEB,2019-FEB-TEMPLE-Break & Enter - Other Premises,,POINT (-113.9467677 51.08879459),22,3,9,4
SOUTHEAST,DOUGLASDALE/GLEN,Theft OF Vehicle,2,2019/05,2019,MAY,2019-MAY-DOUGLASDALE/GLEN-Theft OF Vehicle,,POINT (-114.0119037 50.94844504),268,13,4,3
CENTRE,WEST HILLHURST,Break & Enter - Other Premises,2,2019/10,2019,OCT,2019-OCT-WEST HILLHURST-Break & Enter - Other Premises,,POINT (-114.1151557 51.05505882),280,7,7,2
NORTHEAST,FRANKLIN,Street Robbery,2,2019/12,2019,DEC,2019-DEC-FRANKLIN-Street Robbery,,POINT (-113.9875255 51.05892746),84,3,12,4
EAST,DOVER,Theft FROM Vehicle,2,2019/02,2019,FEB,2019-FEB-DOVER-Theft FROM Vehicle,,POINT (-113.9931505 51.02246299),196,11,10,3
CENTRE,WINDSOR PARK,Theft OF Vehicle,1,2019/07,2019,JUL,2019-JUL-WINDSOR PARK-Theft OF Vehicle,,POINT (-114.0835523 51.00504576),144,5,8,1
NORTHWEST,TUSCANY,Assault (Non-domestic),2,2019/10,2019,OCT,2019-OCT-TUSCANY-Assault (Non-domestic),,POINT (-114.2407907 51.12188985),158,9,13,2
NORTHWEST,DALHOUSIE,Theft FROM Vehicle,2,2019/01,2019,JAN,2019-JAN-DALHOUSIE-Theft FROM Vehicle,,POINT (-114.1581646 51.10941383),38,4,7,2
NORTHEAST,SUNRIDGE,Violence Other (Non-domestic),2,2019/04,2019,APR,2019-APR-SUNRIDGE-Violence Other (Non-domestic),,POINT (-113.9917006 51.0742216),83,3,9,4
CENTRE,HIGHWOOD,Theft OF Vehicle,2,2019/01,2019,JAN,2019-JAN-HIGHWOOD-Theft OF Vehicle,,POINT (-114.079901 51.09235577),37,4,7,2
NORTHWEST,HAMPTONS,Theft FROM Vehicle,2,2019/06,2019,JUN,2019-JUN-HAMPTONS-Theft FROM Vehicle,,POINT (-114.1466842 51.14509284),286,10,3,2
CENTRE,SUNALTA,Assault (Non-domestic),2,2019/12,2019,DEC,2019-DEC-SUNALTA-Assault (Non-domestic),,POINT (-114.1014677 51.04295864),136,2,14,1
WEST,RUTLAND PARK,Break & Enter - Other Premises,2,2019/01,2019,JAN,2019-JAN-RUTLAND PARK-Break & Enter - Other Premises,,POINT (-114.1373616 51.01899179),183,2,8,1
CENTRE,BURNS INDUSTRIAL,Theft OF Vehicle,2,2019/01,2019,JAN,2019-JAN-BURNS INDUSTRIAL-Theft OF Vehicle,,POINT (-114.0396858 50.99866592),109,11,10,3
SOUTH,KELVIN GROVE,Break & Enter - Other Premises,2,2019/09,2019,SEP,2019-SEP-KELVIN GROVE-Break & Enter - Other Premises,,POINT (-114.0890245 50.98977222),29,5,8,1
CENTRE,CAPITOL HILL,Break & Enter - Other Premises,2,2019/12,2019,DEC,2019-DEC-CAPITOL HILL-Break & Enter - Other Premises,,POINT (-114.0946516 51.07266169),63,7,7,2
NORTHWEST,MONTGOMERY,Violence Other (Non-domestic),2,2019/10,2019,OCT,2019-OCT-MONTGOMERY-Violence Other (Non-domestic),,POINT (-114.1622756 51.07110788),24,7,13,2
CENTRE,INGLEWOOD,Theft OF Vehicle,2,2019/11,2019,NOV,2019-NOV-INGLEWOOD-Theft OF Vehicle,,POINT (-114.01912 51.03414052),54,11,10,3
SOUTH,FAIRVIEW,Break & Enter - Other Premises,2,2019/10,2019,OCT,2019-OCT-FAIRVIEW-Break & Enter - Other Premises,,POINT (-114.0603384 50.98538171),284,11,10,3
WEST,DISCOVERY RIDGE,Theft OF Vehicle,2,2019/09,2019,SEP,2019-SEP-DISCOVERY RIDGE-Theft OF Vehicle,,POINT (-114.2165627 51.01549975),165,14,1,1
SOUTH,KINGSLAND,Theft OF Vehicle,1,2019/01,2019,JAN,2019-JAN-KINGSLAND-Theft OF Vehicle,,POINT (-114.0773652 50.98688939),120,5,8,1
CENTRE,HIGHLAND PARK,Break & Enter - Other Premises,2,2019/10,2019,OCT,2019-OCT-HIGHLAND PARK-Break & Enter - Other Premises,,POINT (-114.062069 51.0880224),259,4,2,4
NORTHWEST,COLLINGWOOD,Theft FROM Vehicle,2,2019/11,2019,NOV,2019-NOV-COLLINGWOOD-Theft FROM Vehicle,,POINT (-114.1024014 51.08350423),214,4,7,2
CENTRE,ST. ANDREWS HEIGHTS,Assault (Non-domestic),2,2019/10,2019,OCT,2019-OCT-ST. ANDREWS HEIGHTS-Assault (Non-domestic),,POINT (-114.1274293 51.06390669),154,7,7,2
SOUTHEAST,AUBURN BAY,Break & Enter - Dwelling,2,2019/10,2019,OCT,2019-OCT-AUBURN BAY-Break & Enter - Dwelling,,POINT (-113.9578173 50.89270535),95,8,4,3
NORTHEAST,SADDLE RIDGE,Assault (Non-domestic),2,2019/12,2019,DEC,2019-DEC-SADDLE RIDGE-Assault (Non-domestic),,POINT (-113.9456225 51.13057324),2,1,11,4
NORTHWEST,EDGEMONT,Commercial Robbery,2,2019/02,2019,FEB,2019-FEB-EDGEMONT-Commercial Robbery,,POINT (-114.1439532 51.12458785),272,4,2,2
EAST,PENBROOKE MEADOWS,Violence Other (Non-domestic),2,2019/07,2019,JUL,2019-JUL-PENBROOKE MEADOWS-Violence Other (Non-domestic),,POINT (-113.9475162 51.04586562),30,11,12,3
SOUTH,MIDNAPORE,Theft OF Vehicle,2,2019/09,2019,SEP,2019-SEP-MIDNAPORE-Theft OF Vehicle,,POINT (-114.0576149 50.91563847),263,13,6,3
SOUTH,WOODLANDS,Break & Enter - Dwelling,2,2019/05,2019,MAY,2019-MAY-WOODLANDS-Break & Enter - Dwelling,,POINT (-114.1063436 50.94112),216,6,5,1
NORTHEAST,PINERIDGE,Break & Enter - Other Premises,2,2019/09,2019,SEP,2019-SEP-PINERIDGE-Break & Enter - Other Premises,,POINT (-113.946765 51.07425976),36,3,9,4
WEST,STRATHCONA PARK,Violence Other (Non-domestic),2,2019/03,2019,MAR,2019-MAR-STRATHCONA PARK-Violence Other (Non-domestic),,POINT (-114.1775796 51.04740325),67,14,1,1
WEST,COACH HILL,Theft OF Vehicle,2,2019/07,2019,JUL,2019-JUL-COACH HILL-Theft OF Vehicle,,POINT (-114.1829309 51.05834507),189,14,1,1
WEST,SPRINGBANK HILL,Break & Enter - Dwelling,2,2019/02,2019,FEB,2019-FEB-SPRINGBANK HILL-Break & Enter - Dwelling,,POINT (-114.2084583 51.02682412),289,14,1,1
SOUTH,OAKRIDGE,Theft OF Vehicle,2,2019/09,2019,SEP,2019-SEP-OAKRIDGE-Theft OF Vehicle,,POINT (-114.1296091 50.96973921),217,5,8,1
SOUTHEAST,RIVERBEND,Assault (Non-domestic),2,2019/05,2019,MAY,2019-MAY-RIVERBEND-Assault (Non-domestic),,POINT (-114.0178927 50.97597767),19,8,10,3
CENTRE,WEST HILLHURST,Theft OF Vehicle,2,2019/03,2019,MAR,2019-MAR-WEST HILLHURST-Theft OF Vehicle,,POINT (-114.1151557 51.05505882),280,7,7,2
SOUTH,PARKLAND,Assault (Non-domestic),2,2019/06,2019,JUN,2019-JUN-PARKLAND-Assault (Non-domestic),,POINT (-114.0285394 50.9211972),117,13,6,3
SOUTH,WILLOW PARK,Break & Enter - Dwelling,2,2019/07,2019,JUL,2019-JUL-WILLOW PARK-Break & Enter - Dwelling,,POINT (-114.0562019 50.95661927),89,5,6,3
NORTH,SKYLINE WEST,Assault (Non-domestic),2,2019/09,2019,SEP,2019-SEP-SKYLINE WEST-Assault (Non-domestic),,POINT (-114.047392 51.10333042),112,4,2,4
SOUTH,SUNDANCE,Break & Enter - Dwelling,2,2019/08,2019,AUG,2019-AUG-SUNDANCE-Break & Enter - Dwelling,,POINT (-114.0420486 50.9015551),52,13,6,3
CENTRE,PARKDALE,Theft FROM Vehicle,2,2019/01,2019,JAN,2019-JAN-PARKDALE-Theft FROM Vehicle,,POINT (-114.1353371 51.0599427),91,7,7,2
EAST,EASTFIELD,Break & Enter - Commercial,2,2019/08,2019,AUG,2019-AUG-EASTFIELD-Break & Enter - Commercial,,POINT (-113.9700729 51.01193851),101,11,12,3
CENTRE,CRESCENT HEIGHTS,Violence Other (Non-domestic),2,2019/10,2019,OCT,2019-OCT-CRESCENT HEIGHTS-Violence Other (Non-domestic),,POINT (-114.0616103 51.05952142),266,7,7,4
WEST,GLAMORGAN,Break & Enter - Other Premises,2,2019/04,2019,APR,2019-APR-GLAMORGAN-Break & Enter - Other Premises,,POINT (-114.1528626 51.01552805),142,14,1,1
SOUTH,EAGLE RIDGE,Violence Other (Non-domestic),2,2019/03,2019,MAR,2019-MAR-EAGLE RIDGE-Violence Other (Non-domestic),,POINT (-114.0968006 50.98872126),58,5,8,1
CENTRE,GARRISON WOODS,Theft OF Vehicle,1,2019/08,2019,AUG,2019-AUG-GARRISON WOODS-Theft OF Vehicle,,POINT (-114.1136166 51.01718798),201,2,8,1
WEST,CRESTMONT,Theft FROM Vehicle,2,2019/10,2019,OCT,2019-OCT-CRESTMONT-Theft FROM Vehicle,,POINT (-114.2604859 51.08504325),31,9,13,1
NORTHEAST,SADDLE RIDGE,Break & Enter - Dwelling,2,2019/05,2019,MAY,2019-MAY-SADDLE RIDGE-Break & Enter - Dwelling,,POINT (-113.9456225 51.13057324),2,1,11,4
WEST,COUGAR RIDGE,Break & Enter - Dwelling,2,2019/05,2019,MAY,2019-MAY-COUGAR RIDGE-Break & Enter - Dwelling,,POINT (-114.2090872 51.07188944),128,14,1,1
NORTHWEST,HAWKWOOD,Break & Enter - Dwelling,2,2019/12,2019,DEC,2019-DEC-HAWKWOOD-Break & Enter - Dwelling,,POINT (-114.1756052 51.13097352),248,10,3,2
NORTHEAST,RUNDLE,Theft OF Vehicle,2,2019/04,2019,APR,2019-APR-RUNDLE-Theft OF Vehicle,,POINT (-113.9700581 51.07423997),34,3,9,4
SOUTHEAST,DOUGLASDALE/GLEN,Break & Enter - Dwelling,2,2019/10,2019,OCT,2019-OCT-DOUGLASDALE/GLEN-Break & Enter - Dwelling,,POINT (-114.0119037 50.94844504),268,13,4,3
NORTHEAST,CORAL SPRINGS,Theft OF Vehicle,2,2019/10,2019,OCT,2019-OCT-CORAL SPRINGS-Theft OF Vehicle,,POINT (-113.9269485 51.10335277),293,3,9,4
CENTRE,ALTADORE,Theft OF Vehicle,2,2019/02,2019,FEB,2019-FEB-ALTADORE-Theft OF Vehicle,,POINT (-114.1007947 51.01594847),200,2,8,1
CENTRE,SOUTH CALGARY,Break & Enter - Other Premises,2,2019/08,2019,AUG,2019-AUG-SOUTH CALGARY-Break & Enter - Other Premises,,POINT (-114.1020693 51.02680703),207,2,14,1
EAST,FOREST LAWN INDUSTRIAL,Violence Other (Non-domestic),2,2019/10,2019,OCT,2019-OCT-FOREST LAWN INDUSTRIAL-Violence Other (Non-domestic),,POINT (-113.9569697 51.02711112),97,11,12,3
NORTHEAST,SOUTH AIRWAYS,Theft OF Vehicle,2,2019/11,2019,NOV,2019-NOV-SOUTH AIRWAYS-Theft OF Vehicle,,POINT (-114.0052957 51.07421919),106,3,9,4
SOUTH,WOODBINE,Theft OF Vehicle,2,2019/09,2019,SEP,2019-SEP-WOODBINE-Theft OF Vehicle,,POINT (-114.1296287 50.93961085),43,6,5,1
CENTRE,WINDSOR PARK,Break & Enter - Commercial,2,2019/01,2019,JAN,2019-JAN-WINDSOR PARK-Break & Enter - Commercial,,POINT (-114.0835523 51.00504576),144,5,8,1
EAST,DOVER,Break & Enter - Other Premises,2,2019/01,2019,JAN,2019-JAN-DOVER-Break & Enter - Other Premises,,POINT (-113.9931505 51.02246299),196,11,10,3
SOUTHEAST,MAHOGANY,Theft OF Vehicle,2,2019/07,2019,JUL,2019-JUL-MAHOGANY-Theft OF Vehicle,,POINT (-113.924527 50.8959585),116,8,4,3
CENTRE,BELTLINE,Commercial Robbery,3,2019/08,2019,AUG,2019-AUG-BELTLINE-Commercial Robbery,,POINT (-114.0551888 51.03743793),260,5,14,3
NORTH,THORNCLIFFE,Break & Enter - Dwelling,2,2019/06,2019,JUN,2019-JUN-THORNCLIFFE-Break & Enter - Dwelling,,POINT (-114.0687794 51.10309955),192,4,2,2
SOUTH,FAIRVIEW,Break & Enter - Commercial,2,2019/08,2019,AUG,2019-AUG-FAIRVIEW-Break & Enter - Commercial,,POINT (-114.0603384 50.98538171),284,11,10,3
SOUTHEAST,NEW BRIGHTON,Street Robbery,2,2019/09,2019,SEP,2019-SEP-NEW BRIGHTON-Street Robbery,,POINT (-113.9452476 50.92205168),139,8,4,3
SOUTHEAST,MCKENZIE TOWNE,Assault (Non-domestic),2,2019/12,2019,DEC,2019-DEC-MCKENZIE TOWNE-Assault (Non-domestic),,POINT (-113.96148 50.91713725),46,8,4,3
CENTRE,RICHMOND,Break & Enter - Other Premises,2,2019/01,2019,JAN,2019-JAN-RICHMOND-Break & Enter - Other Premises,,POINT (-114.1184225 51.02970543),181,2,14,1
NORTHEAST,MARLBOROUGH PARK,Break & Enter - Other Premises,2,2019/08,2019,AUG,2019-AUG-MARLBOROUGH PARK-Break & Enter - Other Premises,,POINT (-113.9467173 51.05969185),33,3,12,4
WEST,SIGNAL HILL,Break & Enter - Dwelling,2,2019/03,2019,MAR,2019-MAR-SIGNAL HILL-Break & Enter - Dwelling,,POINT (-114.1791959 51.02286096),278,14,1,1
CENTRE,ELBOW PARK,Break & Enter - Other Premises,2,2019/09,2019,SEP,2019-SEP-ELBOW PARK-Break & Enter - Other Premises,,POINT (-114.0838354 51.02136335),70,5,8,1
SOUTH,FAIRVIEW INDUSTRIAL,Assault (Non-domestic),1,2019/02,2019,FEB,2019-FEB-FAIRVIEW INDUSTRIAL-Assault (Non-domestic),,POINT (-114.0688222 50.98692363),76,11,10,3
NORTHEAST,PINERIDGE,Break & Enter - Other Premises,2,2019/12,2019,DEC,2019-DEC-PINERIDGE-Break & Enter - Other Premises,,POINT (-113.946765 51.07425976),36,3,9,4
WEST,GLAMORGAN,Assault (Non-domestic),2,2019/06,2019,JUN,2019-JUN-GLAMORGAN-Assault (Non-domestic),,POINT (-114.1528626 51.01552805),142,14,1,1
CENTRE,ERLTON,Theft OF Vehicle,2,2019/08,2019,AUG,2019-AUG-ERLTON-Theft OF Vehicle,,POINT (-114.0631474 51.02632812),187,5,10,1
NORTH,COUNTRY HILLS VILLAGE,Street Robbery,2,2019/07,2019,JUL,2019-JUL-COUNTRY HILLS VILLAGE-Street Robbery,,POINT (-114.0613954 51.15820385),264,12,11,4
WEST,CURRIE BARRACKS,Break & Enter - Commercial,2,2019/03,2019,MAR,2019-MAR-CURRIE BARRACKS-Break & Enter - Commercial,,POINT (-114.1247823 51.01585104),199,2,8,1
SOUTHEAST,NEW BRIGHTON,Theft FROM Vehicle,2,2019/03,2019,MAR,2019-MAR-NEW BRIGHTON-Theft FROM Vehicle,,POINT (-113.9452476 50.92205168),139,8,4,3
CENTRE,WINDSOR PARK,Violence Other (Non-domestic),2,2019/09,2019,SEP,2019-SEP-WINDSOR PARK-Violence Other (Non-domestic),,POINT (-114.0835523 51.00504576),144,5,8,1
NORTHEAST,CALGARY INTERNATIONAL AIRPORT,Break & Enter - Commercial,2,2019/10,2019,OCT,2019-OCT-CALGARY INTERNATIONAL AIRPORT-Break & Enter - Commercial,,POINT (-114.011718 51.12355931),86,1,11,4
SOUTHEAST,COPPERFIELD,Break & Enter - Other Premises,2,2019/12,2019,DEC,2019-DEC-COPPERFIELD-Break & Enter - Other Premises,,POINT (-113.9294598 50.91781022),96,8,4,3
EAST,SOUTHVIEW,Theft OF Vehicle,2,2019/09,2019,SEP,2019-SEP-SOUTHVIEW-Theft OF Vehicle,,POINT (-113.9973381 51.03415568),15,11,12,3
WEST,WESTGATE,Theft OF Vehicle,2,2019/12,2019,DEC,2019-DEC-WESTGATE-Theft OF Vehicle,,POINT (-114.1584434 51.04415472),234,14,14,1
CENTRE,BANFF TRAIL,Commercial Robbery,2,2019/06,2019,JUN,2019-JUN-BANFF TRAIL-Commercial Robbery,,POINT (-114.115129 51.0742166),153,7,7,2
SOUTH,FAIRVIEW,Break & Enter - Commercial,2,2019/04,2019,APR,2019-APR-FAIRVIEW-Break & Enter - Commercial,,POINT (-114.0603384 50.98538171),284,11,10,3
NORTHWEST,HAWKWOOD,Break & Enter - Dwelling,2,2019/11,2019,NOV,2019-NOV-HAWKWOOD-Break & Enter - Dwelling,,POINT (-114.1756052 51.13097352),248,10,3,2
NORTHEAST,CORAL SPRINGS,Theft OF Vehicle,2,2019/05,2019,MAY,2019-MAY-CORAL SPRINGS-Theft OF Vehicle,,POINT (-113.9269485 51.10335277),293,3,9,4
SOUTHEAST,CRANSTON,Theft OF Vehicle,2,2019/08,2019,AUG,2019-AUG-CRANSTON-Theft OF Vehicle,,POINT (-113.9799915 50.87820239),294,8,4,3
CENTRE,HIGHFIELD,Theft OF Vehicle,2,2019/03,2019,MAR,2019-MAR-HIGHFIELD-Theft OF Vehicle,,POINT (-114.037201 51.01829468),75,11,10,3
SOUTH,SOUTHWOOD,Violence Other (Non-domestic),3,2019/04,2019,APR,2019-APR-SOUTHWOOD-Violence Other (Non-domestic),,POINT (-114.0832009 50.95777357),7,5,8,1
SOUTHEAST,SECTION 23,Break & Enter - Commercial,2,2019/07,2019,JUL,2019-JUL-SECTION 23-Break & Enter - Commercial,,POINT (-113.9478046 50.97093555),104,8,10,3
NORTHEAST,MARTINDALE,Break & Enter - Dwelling,2,2019/02,2019,FEB,2019-FEB-MARTINDALE-Break & Enter - Dwelling,,POINT (-113.9583871 51.11791373),180,1,9,4
SOUTH,SHAWNEE SLOPES,Theft OF Vehicle,2,2019/09,2019,SEP,2019-SEP-SHAWNEE SLOPES-Theft OF Vehicle,,POINT (-114.085803 50.9261889),32,6,5,1
NORTHWEST,VARSITY,Break & Enter - Commercial,2,2019/12,2019,DEC,2019-DEC-VARSITY-Break & Enter - Commercial,,POINT (-114.1625953 51.09600131),269,9,13,2
CENTRE,ELBOYA,Assault (Non-domestic),2,2019/05,2019,MAY,2019-MAY-ELBOYA-Assault (Non-domestic),,POINT (-114.0736204 51.0129938),143,5,8,1
SOUTH,MAPLE RIDGE,Theft FROM Vehicle,2,2019/11,2019,NOV,2019-NOV-MAPLE RIDGE-Theft FROM Vehicle,,POINT (-114.0346785 50.95763947),93,5,6,3
CENTRE,KILLARNEY/GLENGARRY,Break & Enter - Other Premises,3,2019/04,2019,APR,2019-APR-KILLARNEY/GLENGARRY-Break & Enter - Other Premises,,POINT (-114.1317019 51.03012939),182,2,14,1
WEST,GLAMORGAN,Theft FROM Vehicle,3,2019/04,2019,APR,2019-APR-GLAMORGAN-Theft FROM Vehicle,,POINT (-114.1528626 51.01552805),142,14,1,1
EAST,DOVER,Street Robbery,2,2019/07,2019,JUL,2019-JUL-DOVER-Street Robbery,,POINT (-113.9931505 51.02246299),196,11,10,3
NORTHEAST,WESTWINDS,Street Robbery,2,2019/03,2019,MAR,2019-MAR-WESTWINDS-Street Robbery,,POINT (-113.9700448 51.10338459),80,1,9,4
NORTHEAST,SKYVIEW RANCH,Break & Enter - Other Premises,2,2019/04,2019,APR,2019-APR-SKYVIEW RANCH-Break & Enter - Other Premises,,POINT (-113.9583746 51.15612673),12,1,11,4
NORTHWEST,MONTGOMERY,Commercial Robbery,2,2019/04,2019,APR,2019-APR-MONTGOMERY-Commercial Robbery,,POINT (-114.1622756 51.07110788),24,7,13,2
NORTHEAST,CORAL SPRINGS,Break & Enter - Dwelling,2,2019/10,2019,OCT,2019-OCT-CORAL SPRINGS-Break & Enter - Dwelling,,POINT (-113.9269485 51.10335277),293,3,9,4
NORTH,PANORAMA HILLS,Break & Enter - Dwelling,1,2019/05,2019,MAY,2019-MAY-PANORAMA HILLS-Break & Enter - Dwelling,,POINT (-114.0880634 51.15971101),235,12,11,2
SOUTHEAST,DOUGLASDALE/GLEN,Break & Enter - Other Premises,2,2019/02,2019,FEB,2019-FEB-DOUGLASDALE/GLEN-Break & Enter - Other Premises,,POINT (-114.0119037 50.94844504),268,13,4,3
WEST,PATTERSON,Theft OF Vehicle,2,2019/05,2019,MAY,2019-MAY-PATTERSON-Theft OF Vehicle,,POINT (-114.1770501 51.06383944),275,14,1,1
NORTH,NORTH HAVEN,Theft FROM Vehicle,2,2019/04,2019,APR,2019-APR-NORTH HAVEN-Theft FROM Vehicle,,POINT (-114.0894206 51.09594155),61,4,2,2
SOUTH,MAPLE RIDGE,Break & Enter - Other Premises,2,2019/02,2019,FEB,2019-FEB-MAPLE RIDGE-Break & Enter - Other Premises,,POINT (-114.0346785 50.95763947),93,5,6,3
CENTRE,ALYTH/BONNYBROOK,Assault (Non-domestic),2,2019/12,2019,DEC,2019-DEC-ALYTH/BONNYBROOK-Assault (Non-domestic),,POINT (-114.0224822 51.02285932),98,11,10,3
NORTHWEST,MONTGOMERY,Break & Enter - Commercial,2,2019/03,2019,MAR,2019-MAR-MONTGOMERY-Break & Enter - Commercial,,POINT (-114.1622756 51.07110788),24,7,13,2
NORTH,COUNTRY HILLS VILLAGE,Assault (Non-domestic),2,2019/07,2019,JUL,2019-JUL-COUNTRY HILLS VILLAGE-Assault (Non-domestic),,POINT (-114.0613954 51.15820385),264,12,11,4
NORTHEAST,MARTINDALE,Violence Other (Non-domestic),2,2019/11,2019,NOV,2019-NOV-MARTINDALE-Violence Other (Non-domestic),,POINT (-113.9583871 51.11791373),180,1,9,4
NORTHEAST,TARADALE,Theft OF Vehicle,2,2019/04,2019,APR,2019-APR-TARADALE-Theft OF Vehicle,,POINT (-113.9340021 51.11794016),26,1,11,4
NORTHEAST,NORTH AIRWAYS,Theft FROM Vehicle,2,2019/08,2019,AUG,2019-AUG-NORTH AIRWAYS-Theft FROM Vehicle,,POINT (-114.007526 51.0871427),72,3,9,4
EAST,DOVER,Assault (Non-domestic),2,2019/10,2019,OCT,2019-OCT-DOVER-Assault (Non-domestic),,POINT (-113.9931505 51.02246299),196,11,10,3
SOUTH,HAYSBORO,Theft OF Vehicle,2,2019/10,2019,OCT,2019-OCT-HAYSBORO-Theft OF Vehicle,,POINT (-114.0833509 50.9722144),195,5,8,1
SOUTH,CANYON MEADOWS,Break & Enter - Commercial,2,2019/02,2019,FEB,2019-FEB-CANYON MEADOWS-Break & Enter - Commercial,,POINT (-114.0821823 50.94096383),283,6,5,1
NORTH,MACEWAN GLEN,Break & Enter - Dwelling,2,2019/05,2019,MAY,2019-MAY-MACEWAN GLEN-Break & Enter - Dwelling,,POINT (-114.1152135 51.13771904),146,4,2,2
CENTRE,MANCHESTER INDUSTRIAL,Assault (Non-domestic),2,2019/05,2019,MAY,2019-MAY-MANCHESTER INDUSTRIAL-Assault (Non-domestic),,POINT (-114.0572665 51.0132571),160,11,10,3
CENTRE,DOWNTOWN COMMERCIAL CORE,Violence Other (Non-domestic),2,2019/12,2019,DEC,2019-DEC-DOWNTOWN COMMERCIAL CORE-Violence Other (Non-domestic),,POINT (-114.0695922 51.0472702),262,7,7,1
CENTRE,SCARBORO,Break & Enter - Dwelling,2,2019/10,2019,OCT,2019-OCT-SCARBORO-Break & Enter - Dwelling,,POINT (-114.1071488 51.04072251),173,2,14,1
CENTRE,RICHMOND,Theft OF Vehicle,2,2019/10,2019,OCT,2019-OCT-RICHMOND-Theft OF Vehicle,,POINT (-114.1184225 51.02970543),181,2,14,1
WEST,DISCOVERY RIDGE,Theft OF Vehicle,2,2019/07,2019,JUL,2019-JUL-DISCOVERY RIDGE-Theft OF Vehicle,,POINT (-114.2165627 51.01549975),165,14,1,1
EAST,SOUTHVIEW,Break & Enter - Other Premises,2,2019/10,2019,OCT,2019-OCT-SOUTHVIEW-Break & Enter - Other Premises,,POINT (-113.9973381 51.03415568),15,11,12,3
WEST,WESTGATE,Theft FROM Vehicle,2,2019/04,2019,APR,2019-APR-WESTGATE-Theft FROM Vehicle,,POINT (-114.1584434 51.04415472),234,14,14,1
CENTRE,CAPITOL HILL,Break & Enter - Dwelling,2,2019/04,2019,APR,2019-APR-CAPITOL HILL-Break & Enter - Dwelling,,POINT (-114.0946516 51.07266169),63,7,7,2
SOUTHEAST,MCKENZIE TOWNE,Break & Enter - Commercial,2,2019/02,2019,FEB,2019-FEB-MCKENZIE TOWNE-Break & Enter - Commercial,,POINT (-113.96148 50.91713725),46,8,4,3
